Station Name,Venue Name,Distance,Ratings,Review Count,Primary Category
Währinger Straße U6,Cafe Himmelblau,370.45792673460494,4.5,33,Cafes
Währinger Straße U6,Clash,265.861167724469,4.5,8,Bars
Währinger Straße U6,Cafe Schopenhauer,310.45483446306315,4.5,12,Cafes
Währinger Straße U6,Tulsi Indian Cuisine,323.60608815072186,4.0,18,Indian
Währinger Straße U6,Kutschker 44,388.932029137621,4.5,14,Modern European
Währinger Straße U6,Omnom,95.84709928832561,4.0,1,Burgers
Währinger Straße U6,Modern Korean,138.25412767781833,4.0,5,Korean
Währinger Straße U6,Blueorange,400.3399111225011,4.0,35,Cafes
Währinger Straße U6,Cafe Castello,95.84709928832561,5.0,1,Coffee & Tea
Währinger Straße U6,SAXX Cafe-Bar,72.41748302931009,3.0,6,Bars
Währinger Straße U6,FRANCESCO,302.14625632047245,3.5,18,Italian
Währinger Straße U6,Café Weimar,259.47624797394303,3.0,21,Cafes
Währinger Straße U6,The Highlander,311.1488527358599,3.5,12,Pubs
Währinger Straße U6,Cafe Lalibela,185.86719038786006,5.0,3,Ethiopian
Währinger Straße U6,Statt-Beisl,272.52599678470824,4.0,5,Restaurants
Schüttauplatz,Eissalon Trento,86.94366020464219,4.5,10,Ice Cream & Frozen Yogurt
Schüttauplatz,Vorstadtwirt,87.90323268478723,4.5,3,Austrian
Schüttauplatz,Zum Schinakl,403.68901872325614,4.5,11,Austrian
Schüttauplatz,Cafe Kaisermühlen,43.61558628396296,4.5,2,Bars
Schüttauplatz,Trento,98.65818317220022,5.0,1,Cafes
Schüttauplatz,Pizzakeller,242.5062742226749,3.5,14,Pizza
Schüttauplatz,Pizzakaiser,133.4331762195653,5.0,1,Pizza
Schüttauplatz,Ströck Brot,133.91606220742634,5.0,1,Bakeries
Schüttauplatz,plaudertascherl,122.90801333452916,3.0,1,Austrian
Schüttauplatz,Cafe-Bäckerei Ströck Kaisermühlen,137.38306485912693,4.0,2,Bakeries
Schüttauplatz,Michael Stastny,117.53872959373751,4.0,1,Coffee & Tea
Schüttauplatz,Cheng Bingren,155.30521419925688,4.0,1,Chinese
Schüttauplatz,China Restaurant,159.64061802425664,4.0,1,Chinese
Schüttauplatz,Café KAIMÜ,99.80026989191275,1.0,1,Coffee & Tea
Schüttauplatz,Psv Lounge,516.2790357937985,2.0,1,Austrian
Schwedenplatz,Hard Rock Cafe,91.57067607300587,4.0,58,Bars
Schwedenplatz,Motto am Fluss,113.98084921239835,4.0,144,Austrian
Schwedenplatz,Ef16,137.81653513168376,4.5,50,Wine Bars
Schwedenplatz,Hungry Guy,97.27281058742328,4.5,38,Middle Eastern
Schwedenplatz,Castelletto,28.162527666846486,4.0,63,Ice Cream & Frozen Yogurt
Schwedenplatz,Figlmüller,303.6063945835058,4.0,599,Austrian
Schwedenplatz,Motto am Fluss Cafe,98.37722598675055,4.0,44,Breakfast & Brunch
Schwedenplatz,Griechenbeisl,118.06880043963784,3.5,73,Austrian
Schwedenplatz,Heindl's Schmarren & Palatschinkenkuchl,179.03592514983774,4.0,99,Austrian
Schwedenplatz,Fenster cafe,111.97545110908611,5.0,14,Cafes
Schwedenplatz,Da Capo Ristorante,434.87968508692165,4.5,108,Pizza
Schwedenplatz,Smokey's,169.68887801885074,4.0,49,Bars
Schwedenplatz,Nirvana,129.97650409429042,3.5,28,Indian
Schwedenplatz,Reinthaler,641.4954544737622,4.5,109,Austrian
Schwedenplatz,Figlmüller,292.8191047425217,4.0,166,Austrian
Schwedenplatz,Kaffee Alt Wien,283.03254810565477,4.0,121,Coffee & Tea
Schwedenplatz,FRANK'S,158.16210022549163,3.5,62,Italian
Schwedenplatz,Restaurant El Pulpo,95.36165745644288,4.0,17,Spanish
Schwedenplatz,Lale,127.88455854063402,4.0,23,Turkish
Schwedenplatz,Lugeck,253.13182670396745,4.0,65,Austrian
Waldmüllerpark,Waldmüllerpark,20.538629991993886,4.0,3,Local Flavor
Waldmüllerpark,Duspara,541.876603459127,4.5,5,Austrian
Waldmüllerpark,Homolje Grill,564.5521321783903,4.0,9,Serbo Croatian
Waldmüllerpark,Steirer Stuben,527.1979799744794,4.0,7,Austrian
Waldmüllerpark,Pizzeria Ristorante Bernado,498.3511698179514,4.0,8,Pizza
Waldmüllerpark,Würstelstand Südtirolerplatz,628.9922257663856,5.0,4,Hot Dogs
Waldmüllerpark,Laurenz4,527.1979799744794,5.0,1,Beer Bar
Waldmüllerpark,Alxingerstüberl,439.67225690537623,4.0,1,Gastropubs
Waldmüllerpark,Restaurant Lucky Friend,341.35686275567235,3.5,4,Chinese
Waldmüllerpark,Gavaz Eissalon,513.5320709939094,5.0,4,Ice Cream & Frozen Yogurt
Waldmüllerpark,Edmund Sackbauer und Familie,220.31378883622622,5.0,1,Local Flavor
Waldmüllerpark,Snack Pause,507.5194511675019,4.0,1,Coffee & Tea
Waldmüllerpark,La Koliba,437.4663072052364,3.0,4,Serbo Croatian
Waldmüllerpark,Cafe Favoriten,316.1524664593668,5.0,1,Cafes
Waldmüllerpark,Das Zizou,469.3604250530732,4.0,1,Austrian
Waldmüllerpark,Restoran Sarajevo,540.4451517633017,3.5,3,Restaurants
Waldmüllerpark,Chicago Xl Burger,509.9302028657383,1.0,2,Burgers
Waldmüllerpark,Südtiroler Platz,627.984137876107,2.0,1,Local Flavor
Schloss Schönbrunn,Schloss Schönbrunn,229.4584236706086,4.5,316,Landmarks & Historical Buildings
Schloss Schönbrunn,Café Restaurant Residenz,206.48492190388276,3.5,36,Cafes
Schloss Schönbrunn,Schönbrunner Schloßpark,422.5596679563174,4.5,70,Parks
Schloss Schönbrunn,Landtmann's Jausen Station,555.0669177154082,4.0,21,Breakfast & Brunch
Schloss Schönbrunn,Kaiserliche Wagenburg Wien,238.2964546587387,4.5,13,Museums
Schloss Schönbrunn,Technisches Museum Wien,570.3495932722703,4.5,25,Museums
Schloss Schönbrunn,Schönbrunner Schloßcafé,78.90757283774352,2.0,5,Not Found
Schloss Schönbrunn,Kindermuseum Schloß Schönbrunn,154.60119215174421,5.0,3,Children's Museums
Schloss Schönbrunn,Strudelshow,207.65855042599225,4.0,7,Desserts
Schloss Schönbrunn,Schönbrunner Stöckl,614.8026597859118,3.0,19,Dinner Theater
Schloss Schönbrunn,Kutscher Gwölb,227.4052461958051,3.5,6,Austrian
Schloss Schönbrunn,Auer Welsbach Park,506.7810243940684,4.0,14,Parks
Schloss Schönbrunn,Irrgarten im Schlosspark,264.56129016906976,5.0,5,Landmarks & Historical Buildings
Schloss Schönbrunn,Söltz-Szöt'sche Kaffee,269.138527555311,4.0,2,Cafes
Schloss Schönbrunn,Hofpavillon,246.62642165869264,4.0,2,Landmarks & Historical Buildings
Schloss Schönbrunn,Joules Bistro,547.3711733616435,3.0,1,Cafes
Schloss Schönbrunn,Tmw - Cafe,603.9242522939705,4.0,1,Cafes
Schloss Schönbrunn,Cafe Söltz-Szöt'sche Meierei,571.0899806016672,5.0,1,Cafes
Hietzing U4,Brandauer Schlossbräu,252.80372046172891,4.0,67,Gastropubs
Hietzing U4,Reigen,98.77289109826236,4.5,8,Bars
Hietzing U4,Odysseus,287.71991656207075,4.5,27,Greek
Hietzing U4,Della Lucia,72.36281123516459,3.0,18,Ice Cream & Frozen Yogurt
Hietzing U4,Anker,34.385520762466214,4.0,6,Bakeries
Hietzing U4,Plachutta Hietzing,345.2150337995149,4.0,38,Austrian
Hietzing U4,OBERLAA,267.77984831832197,4.0,48,Cafes
Hietzing U4,Schönbrunner Schloßpark,612.9433294860904,4.5,70,Parks
Hietzing U4,Maxing Stüberl,381.3485268411346,4.0,19,Beisl
Hietzing U4,Waldemar Tagesbar,325.0349512430959,4.5,10,Cafes
Hietzing U4,Akakiko,260.91226702749935,4.0,14,Asian Fusion
Hietzing U4,Mario Pasta-Grill-Bar,362.35224495535044,3.5,29,Mediterranean
Hietzing U4,Restaurant Hanil Sushi,168.77329570497335,4.0,9,Japanese
Hietzing U4,Schlosscafe,142.31054887834398,3.0,6,Cafes
Hietzing U4,Café am Platz,222.72706216347345,3.5,11,Cafes
Hietzing U4,Park Confiserie,47.597667646421264,5.0,2,Desserts
Hietzing U4,Otto Cafe-Restaurant,221.4119410386327,4.0,8,Coffee & Tea
Hietzing U4,Da Ferdinando,282.7498123841943,3.5,8,Pizza
Hietzing U4,Asia Express,71.16718839565986,4.0,2,Asian Fusion
Hietzing U4,McDonald's,83.11172930848018,3.0,1,Fast Food
Praterstern S U,Gasthaus Hansy,52.743721957822125,3.0,37,Austrian
Praterstern S U,Balthasar,545.4593601639182,4.5,29,Cafes
Praterstern S U,Das LOFT,523.8660303889341,3.5,104,Bars
Praterstern S U,Fischrestaurant Kaj,333.85127085285774,4.5,12,Seafood
Praterstern S U,Fluc,238.47290441629093,3.5,33,Dance Clubs
Praterstern S U,Ginza Running Sushi,141.5861689157497,3.5,29,Pan Asian
Praterstern S U,Aida,114.75363495709375,3.5,11,Patisserie/Cake Shop
Praterstern S U,Falaferia,174.61479493474715,4.5,14,Vegan
Praterstern S U,Kosu,577.6156905440511,4.0,35,Japanese
Praterstern S U,Felber Praterstern,160.80932362551408,4.0,4,Bakeries
Praterstern S U,Cafe Else,114.07163165725153,4.0,4,Coffee & Tea
Praterstern S U,Gasthof Schosztarich,390.9334282356853,4.0,15,Gastropubs
Praterstern S U,benu,97.16629245727022,4.0,2,Austrian
Praterstern S U,Gasthaus Nestroy,546.4328780007628,4.0,13,Beer Garden
Praterstern S U,Wiener Riesenrad,461.4148437324798,3.5,71,Landmarks & Historical Buildings
Praterstern S U,McDonald's,122.53388798406108,3.5,5,Fast Food
Praterstern S U,Bäckerei Imbiss Aslan,94.99024416048198,4.5,3,Bakeries
Praterstern S U,Türkis Imbiss,155.2462219151985,3.5,3,Turkish
Praterstern S U,Balkanhaus,184.80323412073838,3.0,13,Barbeque
Praterstern S U,Ideenbäckerei Geier,29.009039766678633,3.0,1,Bakeries
Edelsinnstraße,Tiziano Ristorante,389.43087785805193,4.0,7,Italian
Edelsinnstraße,Bierstöckl,404.47667784455484,3.5,15,Austrian
Edelsinnstraße,Cafe Restaurant Beethoven,421.46355862582396,4.0,1,Austrian
Edelsinnstraße,Menzil,384.974815038222,4.0,1,Kebab
Edelsinnstraße,Pizzeria Trattoria Bambino,343.88631070961316,3.0,1,Pizza
Landstraße - Wien Mitte S U,Joseph,128.66054694217618,4.0,50,Bakeries
Landstraße - Wien Mitte S U,Steirereck,328.4637754759907,4.5,138,Austrian
Landstraße - Wien Mitte S U,Vapiano,24.50044103446208,3.5,33,Italian
Landstraße - Wien Mitte S U,Ra'mien go Wien Mitte,59.34811299761745,3.5,43,Asian Fusion
Landstraße - Wien Mitte S U,Oberlaa,175.37006305453306,4.5,30,Patisserie/Cake Shop
Landstraße - Wien Mitte S U,Vidoni,45.09078223685157,5.0,16,Ice Cream & Frozen Yogurt
Landstraße - Wien Mitte S U,Starbucks,43.12552982368699,4.0,22,Coffee & Tea
Landstraße - Wien Mitte S U,Das Kimchi,405.47763618219983,4.5,39,Korean
Landstraße - Wien Mitte S U,Hemmers,187.712498187955,5.0,22,Austrian
Landstraße - Wien Mitte S U,Plachutta Wollzeile,523.0782355967808,4.0,232,Austrian
Landstraße - Wien Mitte S U,Curry n masala,78.18111165023788,4.5,7,Indian
Landstraße - Wien Mitte S U,INTERSPAR-Restaurant,94.73685958550746,4.0,13,Cafeteria
Landstraße - Wien Mitte S U,Meierei im Stadtpark,332.9040280640982,4.0,51,Breakfast & Brunch
Landstraße - Wien Mitte S U,Sternzeichen,122.32687586324708,3.5,13,Asian Fusion
Landstraße - Wien Mitte S U,To Ellinikon,427.09729974226286,4.5,16,Greek
Landstraße - Wien Mitte S U,Burger Bros,52.8388994560394,3.5,8,Burgers
Landstraße - Wien Mitte S U,Trattoria Pizzeria Pergola,351.48107531288707,4.5,15,Italian
Landstraße - Wien Mitte S U,Café Prückel,408.25089304000625,3.5,120,Cafes
Landstraße - Wien Mitte S U,Due,62.1059049806698,4.0,13,Italian
Landstraße - Wien Mitte S U,Sushi Cross,65.27047906033383,4.5,9,Sushi Bars
Rustengasse,Gasthaus Quell,339.16525415683503,4.5,54,Beisl
Rustengasse,Pizzeria Mafiosi,381.4411657515835,4.5,52,Pizza
Rustengasse,Viennas Vietnam,23.975922714802742,4.0,3,Vietnamese
Rustengasse,Eduard,607.5729905655296,4.5,20,Cafes
Rustengasse,GOTA coffee,76.89633268596076,5.0,17,Coffee & Tea Supplies
Rustengasse,Efendis,29.082648084210156,5.0,2,Hookah Bars
Rustengasse,Hanoi,445.666308990941,4.0,9,Vietnamese
Rustengasse,Reinwein,428.25051384523687,5.0,4,Bars
Rustengasse,Ein Affe,154.6541849553922,4.0,1,Coffee & Tea
Rustengasse,Lamm,560.568498486228,5.0,12,Kebab
Rustengasse,Espresso Heini,154.6541849553922,5.0,1,Coffee & Tea
Rustengasse,Relax BOCS Lounge Bar & Cafe,313.83884414466934,5.0,1,Cocktail Bars
Rustengasse,Vikerl's Lokal,357.9563983197868,4.5,3,Austrian
Rustengasse,Josef Schrott,251.65305495207824,5.0,2,Bakeries
Rustengasse,Cafe Plauscherl,275.69002954768143,4.0,1,Cafes
Rustengasse,1150,242.35992812828596,4.0,2,Cafes
Rustengasse,Huan Le,236.8593496892656,2.0,1,Chinese
Rustengasse,Haus Der Begegnung Restaurant,190.9605634637191,5.0,1,Eyewear & Opticians
Rustengasse,"Halal Pizza, Halal Kebab, Hünkar",180.57675727055806,5.0,1,Kebab
Rustengasse,Café Cairo,247.00512932653822,4.0,1,Coffee & Tea
Stephansplatz U,Gasthaus Pöschl,182.06814491975103,4.5,261,Gastropubs
Stephansplatz U,Reinthaler,158.43321375808634,4.5,109,Austrian
Stephansplatz U,Rinderwahn,86.9566669591486,4.0,38,Burgers
Stephansplatz U,Restaurant Do & Co,59.962249589091094,4.0,45,Sushi Bars
Stephansplatz U,Figlmüller,257.0289688450947,4.0,599,Austrian
Stephansplatz U,Ristorante Danieli,219.03848866348494,4.0,44,Italian
Stephansplatz U,Da Capo Ristorante,312.3775706552144,4.5,108,Pizza
Stephansplatz U,Trzesniewski,143.2548996957845,4.0,201,Sandwiches
Stephansplatz U,St. Stephen's Cathedral,114.67016957609346,4.5,188,Churches
Stephansplatz U,Aida,18.957789674002843,3.5,59,Desserts
Stephansplatz U,Cafe Hawelka,179.89339388658522,4.0,230,Cafes
Stephansplatz U,Zum weißen Rauchfangkehrer,118.28774710542136,4.5,64,Austrian
Stephansplatz U,Le Bol,187.512771571128,4.0,105,French
Stephansplatz U,Ilona Stüberl,214.71516704461945,4.5,37,Hungarian
Stephansplatz U,WEIN & CO,147.44983462497586,4.0,32,Austrian
Stephansplatz U,Figlmüller,290.189698520606,4.0,166,Austrian
Stephansplatz U,Trattoria Santo Stefano,165.4274179942827,4.0,36,Italian
Stephansplatz U,Kolar,352.4093379669878,4.5,89,Beisl
Stephansplatz U,Kleinod,128.57230129728296,4.5,14,Cocktail Bars
Stephansplatz U,Demel,372.62184395342496,4.0,389,Cafes
Stubentor U,Plachutta Wollzeile,154.83351047432296,4.0,232,Austrian
Stubentor U,Gasthaus Pöschl,488.57370299635,4.5,261,Gastropubs
Stubentor U,Billabong,53.491956028170414,3.5,44,Pubs
Stubentor U,Café Prückel,87.33333144422079,3.5,120,Cafes
Stubentor U,Steirereck,267.53342222489016,4.5,138,Austrian
Stubentor U,Da Capo Ristorante,324.68147570801796,4.5,108,Pizza
Stubentor U,Figlmüller,496.8559989598988,4.0,599,Austrian
Stubentor U,Ef16,487.87009328584884,4.5,50,Wine Bars
Stubentor U,Salonplafond,102.08499770472297,3.5,31,German
Stubentor U,Loca.,198.77845295895423,4.5,16,Austrian
Stubentor U,Ristorante Al Borgo,220.2072017641101,4.5,55,Italian
Stubentor U,Figlmüller,456.431149619091,4.0,166,Austrian
Stubentor U,Oberlaa,206.12111240289357,4.5,30,Patisserie/Cake Shop
Stubentor U,Champions,299.63672660123456,4.0,29,Bars
Stubentor U,Meierei im Stadtpark,260.6469580619201,4.0,51,Breakfast & Brunch
Stubentor U,Clementine Im Glashaus,255.57136844729533,5.0,13,Breakfast & Brunch
Stubentor U,Dstrikt,589.8134593839319,5.0,28,Austrian
Stubentor U,Perrella,91.24654893811054,4.5,10,Ice Cream & Frozen Yogurt
Stubentor U,Jamie Oliver Wien,123.14000410279391,3.5,26,Italian
Stubentor U,Restaurant zur WILDen Schimanszky,127.8092538261489,5.0,7,Austrian
Breitensee S,NAR,408.2416868522562,4.5,7,Kebab
Breitensee S,Anna & Jagetsberger,390.4798028930043,5.0,4,Cafes
Breitensee S,Sargfabrik,377.0946251636007,4.5,12,Bars
Breitensee S,Kent,391.6462981238254,4.5,7,Turkish
Breitensee S,La Sicilia,542.822687765407,4.5,5,Italian
Breitensee S,14. Wiener Gemeindebezirk,192.00838282998973,4.0,4,Local Flavor
Breitensee S,Zum Goldenen Panda,421.7397569038193,4.0,8,Chinese
Breitensee S,Pizza Flitzer,199.81766524949145,5.0,1,Pizza
Breitensee S,Sushi & More,192.00838282998973,4.5,2,Sushi Bars
Breitensee S,BackWerk,390.4639376715541,4.5,4,Bakeries
Breitensee S,I Bebop,442.3573541470747,4.5,2,Bars
Breitensee S,Schnitzelhaus,398.36806724267404,4.0,1,Schnitzel
Breitensee S,Bebop,410.37689106207034,3.5,3,Buffets
Breitensee S,Bäckerei Gül,466.07326832572545,4.0,4,Bakeries
Breitensee S,Tschibo,361.3693147982762,5.0,1,Coffee & Tea
Breitensee S,Kebap Pizza,380.49777009025155,4.0,1,Pizza
Breitensee S,Asia Restaurant Kedu,274.8498275645069,5.0,1,Food Delivery Services
Breitensee S,Pizzeria la Casa,351.5987976937404,4.0,1,Pizza
Breitensee S,Maxian,356.523563732799,3.5,3,Bakeries
Breitensee S,Schnitzel-Kebap-Fischhaus,398.53811267615424,5.0,1,Seafood
Hans-Mandl-Berufsschule,Wirtshaus Assmayer,194.52338208924076,4.5,3,Austrian
Hans-Mandl-Berufsschule,Donnerskirchner Hofheuriger,357.84840596658796,4.0,4,Heuriger
Hans-Mandl-Berufsschule,Brennpunkt - Museum für Heizkultur Wien,212.535469507764,4.5,6,Museums
Hans-Mandl-Berufsschule,Giersterbräu,389.85019381589797,3.5,4,Austrian
Hans-Mandl-Berufsschule,Gasthaus Maria,339.831646812846,4.0,4,Austrian
Hans-Mandl-Berufsschule,Vegana Indiana,508.17063711175024,4.5,4,Vegan
Hans-Mandl-Berufsschule,"Weinhaus Pfandler ""Zu den Seligen Affen""",541.0942552798384,5.0,3,Heuriger
Hans-Mandl-Berufsschule,Wilhelmsdorfer Stube,273.7844194187214,4.0,3,Austrian
Hans-Mandl-Berufsschule,Ecke,312.9545785078172,2.5,6,Sushi Bars
Hans-Mandl-Berufsschule,Gasthaus Alt Wien,229.98764203070436,5.0,1,Austrian
Hans-Mandl-Berufsschule,Alt-Wiener Schnaps-Museum,493.11329491966467,4.5,6,Museums
Hans-Mandl-Berufsschule,Bezirksmuseum Meidling,225.12396676222693,4.5,2,Museums
Hans-Mandl-Berufsschule,Asia Restaurant Ecke,312.0030832213806,2.5,6,Chinese
Hans-Mandl-Berufsschule,Pizzeria Primavera,304.3834297676515,2.5,7,Pizza
Hans-Mandl-Berufsschule,Gasthaus Palatin,469.0824483334205,4.0,1,Austrian
Hans-Mandl-Berufsschule,Gasthaus Holzhütte,399.87116932972225,3.5,4,Austrian
Hans-Mandl-Berufsschule,La Crèmerie,349.07685678951003,5.0,1,Cafes
Hans-Mandl-Berufsschule,Diwan Backshop,391.4308345991926,4.5,3,Bakeries
Hans-Mandl-Berufsschule,Ada Restaurant,446.10099524332065,4.0,1,Seafood
Hans-Mandl-Berufsschule,Ignaz & Rosalia,405.2372535126243,3.5,2,Cafes
Karlsplatz U / TU Wien,Bier & Bierli,266.2400904427813,4.5,110,Austrian
Karlsplatz U / TU Wien,Heuer,25.472392157849594,3.5,32,Bars
Karlsplatz U / TU Wien,Saigon,296.25681349623176,4.5,71,Vietnamese
Karlsplatz U / TU Wien,Restaurant Nihon Bashi,165.80196181250625,4.5,29,Japanese
Karlsplatz U / TU Wien,Café Museum,181.2252465710834,3.5,74,Cafes
Karlsplatz U / TU Wien,Mr. & Mrs. Feelgood,196.48918014290987,4.5,33,International
Karlsplatz U / TU Wien,Pointers,114.31863017322277,3.5,13,Bars
Karlsplatz U / TU Wien,Schillinger´s Swing Kitchen,203.26656782603152,4.5,38,Vegan
Karlsplatz U / TU Wien,Der Mann,19.12875338546278,5.0,4,Bakeries
Karlsplatz U / TU Wien,ra'mien,497.08025451156317,4.0,147,Asian Fusion
Karlsplatz U / TU Wien,Vollpension,335.3986395206685,4.0,88,Cafes
Karlsplatz U / TU Wien,Plachuttas Gasthaus zur Oper,468.9900571391652,4.0,134,Austrian
Karlsplatz U / TU Wien,Cafe Sacher Wien,458.95510447935163,3.5,296,Cafes
Karlsplatz U / TU Wien,Taste of India,517.8427799927128,4.5,45,Indian
Karlsplatz U / TU Wien,Yong Streetfood,272.00820124895944,4.5,24,Pan Asian
Karlsplatz U / TU Wien,Leberkas-Pepi,259.49735417290145,4.5,25,Austrian
Karlsplatz U / TU Wien,Vietthao,154.82635299943271,4.5,63,Vietnamese
Karlsplatz U / TU Wien,Ludwig und Adele,257.5656252129639,4.5,21,Austrian
Karlsplatz U / TU Wien,Cafe Drechsler,463.98289613875494,4.0,48,Cafes
Karlsplatz U / TU Wien,The Breakfast Club,346.327330756584,4.5,100,Breakfast & Brunch
Rathaus U2,Cafe Einstein,169.94541598706485,4.0,75,Beisl
Rathaus U2,Café Landtmann,353.8979810897873,4.0,231,Cafes
Rathaus U2,Scarabocchio,164.52124507553293,4.0,21,Pizza
Rathaus U2,Café Eiles,263.7120384438921,3.5,63,Cafes
Rathaus U2,Schrittesser Speck & Bar,214.0893942176315,4.5,15,Austrian
Rathaus U2,Rathausplatz,171.8241571234208,4.5,58,Landmarks & Historical Buildings
Rathaus U2,Il Sestante,464.9364402212261,4.0,114,Pizza
Rathaus U2,Hofbräu zum Rathaus,158.38963323335582,3.5,12,Bavarian
Rathaus U2,Fromme Helene,414.2380296332447,4.0,42,Austrian
Rathaus U2,Musa,59.91944261152211,4.5,6,Museums
Rathaus U2,Yamm!,420.30608100898394,4.0,82,International
Rathaus U2,Jonas Reindl Coffee,556.4439144580092,4.5,71,Cafes
Rathaus U2,Blauensteiner,282.20930860005905,4.0,19,Gastropubs
Rathaus U2,Cafe Bendl,208.4567238662579,4.0,32,Cafes
Rathaus U2,Zum Leupold,504.86687757614175,4.0,44,Austrian
Rathaus U2,rosnovskyundco,253.2156542639294,4.5,9,Austrian
Rathaus U2,Kaffeküche,475.8092908237537,4.5,41,Coffee & Tea
Rathaus U2,Curry Insel,259.2487046753168,3.5,33,Asian Fusion
Rathaus U2,Café Merkur,353.3387675657958,3.5,48,Cafes
Rathaus U2,Puerta del Sol,366.784809961147,4.5,17,Spanish
Zieglergasse U3,Le Burger,90.2728111641435,3.5,37,Burgers
Zieglergasse U3,Schillinger's Swing Kitchen,56.41301329874486,4.5,52,Vegan
Zieglergasse U3,freiraum,104.48232986655101,3.5,139,Cafes
Zieglergasse U3,EBI 7,59.70491822313224,4.0,26,Japanese
Zieglergasse U3,Restaurant Mythos,50.528723143591456,4.0,30,Greek
Zieglergasse U3,Mini,619.692555350445,4.5,72,International
Zieglergasse U3,Aroi Thai,240.64332623589908,4.5,27,Thai
Zieglergasse U3,Sushi-Bar Mono,84.50907895549925,4.0,22,Japanese
Zieglergasse U3,Suppengalerie,41.31180341023343,4.0,9,Soup
Zieglergasse U3,Restaurant Wiener,533.853189551326,4.5,22,Wine Bars
Zieglergasse U3,Restaurant Rani,97.1101815023062,4.0,7,Indian
Zieglergasse U3,Gastwirtschaft Steman,394.0528125338614,4.0,51,Austrian
Zieglergasse U3,Zum Wohl Gasthaus,171.25940227079235,3.5,25,Austrian
Zieglergasse U3,Power Box,130.2388960554521,4.0,13,Fast Food
Zieglergasse U3,tata,395.0828041855602,4.5,18,Vietnamese
Zieglergasse U3,Elektro Gönner,132.36449362638652,4.0,21,Bars
Zieglergasse U3,Barfly's,366.80598227793763,4.5,17,Cocktail Bars
Zieglergasse U3,Pizzeria Il Mare,256.7961268190254,4.0,40,Pizza
Zieglergasse U3,Gasthaus Seidl & Schmankerl,83.46854194621507,4.5,5,Hotels
Zieglergasse U3,Kantine m101,141.44351652713618,3.5,7,Austrian
Plößlgasse,Huber's,370.05962902360744,4.5,24,Wine Bars
Plößlgasse,Belvedere,419.21882451215936,4.5,146,Castles
Plößlgasse,Belvedere Garten,201.45225698803745,4.5,11,Parks
Plößlgasse,Demi Tass,53.343294938428116,3.0,13,Indian
Plößlgasse,Art-corner,392.31209827810903,4.0,28,Cafes
Plößlgasse,Menagerie,444.5020062022493,4.0,13,Cafes
Plößlgasse,Karlskirche,527.1956471821662,4.0,39,Museums
Plößlgasse,Hochstrahlbrunnen am Schwarzenbergplatz,342.4895117552262,5.0,8,Local Flavor
Plößlgasse,Gorilla Kitchen,488.510308405678,4.0,21,Delis
Plößlgasse,Schwarzenbergplatz,443.3567354190754,4.0,13,Landmarks & Historical Buildings
Plößlgasse,Spice of India,541.3813954250735,5.0,4,Indian
Plößlgasse,Santa Lucia,546.0552241790625,4.0,15,Italian
Plößlgasse,Wohlleben,365.03855852616937,5.0,1,Austrian
Plößlgasse,Cafe-Restaurant Schloß Belvedere,392.2638271389244,3.5,7,Cafes
Plößlgasse,Brunnen vor der Karlskirche,553.008675588625,4.5,12,Landmarks & Historical Buildings
Plößlgasse,Schönbergers,541.3813954250735,5.0,4,Coffee & Tea
Plößlgasse,Zhany,348.08489242321906,3.5,3,Pan Asian
Plößlgasse,Bar Canaletto,433.7112885665483,5.0,3,Bars
Plößlgasse,Hu,444.8852758538388,5.0,2,Chinese
Plößlgasse,Bar3,473.2072775752444,4.0,1,Bars
Heiligenstadt S U,Goa Indian Restaurant,438.84801617708956,4.5,6,Indian
Heiligenstadt S U,Asian Noodles,243.4468551392261,4.5,3,Asian Fusion
Heiligenstadt S U,Sv-group Circle,126.59856211446522,4.0,1,Cafes
Heiligenstadt S U,Anker,255.0042497498058,3.0,1,Bakeries
Heiligenstadt S U,Simitchi,480.2060945743334,4.5,2,Breakfast & Brunch
Heiligenstadt S U,Piazetta Restaurant-Pizzeria,484.16063450663563,3.5,3,Pizza
Heiligenstadt S U,Cafe Coretto,586.4360546465276,3.5,3,Cafes
Heiligenstadt S U,S'Weckerl,205.4386324983659,2.0,1,Austrian
Heiligenstadt S U,Pucco's Cafe Lounge,297.5383684549515,2.5,2,Cafes
Heiligenstadt S U,Reimer Seminarzentrum,506.14036670660784,5.0,1,Bakeries
Heiligenstadt S U,Da Contessa,433.37863136649145,2.0,3,International
Heiligenstadt S U,Tekaway Sushi,380.1429287793322,4.0,2,Sushi Bars
Heiligenstadt S U,Cäsar,491.68345464003255,2.0,1,Austrian
Heiligenstadt S U,Shakes And Beer,400.8676507339377,2.0,1,Pubs
Heiligenstadt S U,FukuKai,574.8382087985381,3.0,3,Food Delivery Services
Rossauer Lände U,Summerstage,105.05425631191036,4.0,12,Restaurants
Rossauer Lände U,Lokalausprobierer unterwegs - Summerstage,16.733915794482566,5.0,4,Unofficial Yelp Events
Rossauer Lände U,Gasthaus Rebhuhn,513.2091150256274,4.0,45,Gastropubs
Rossauer Lände U,Die Serviette,415.99434032652977,4.5,15,Austrian
Rossauer Lände U,Rembetiko,453.5443884589987,4.5,13,Greek
Rossauer Lände U,Pramerl and the Wolf,197.76215715911843,4.5,5,Wine Bars
Rossauer Lände U,Porzellan,443.16681001606014,4.0,22,Bars
Rossauer Lände U,Casa Caribeña,338.57958204025726,4.5,8,Caribbean
